date_id,date,annee,trimestre,mois,nom_mois,jour,jour_semaine,est_weekend
20240105,2024-01-05,2024,T1,1,janvier,5,vendredi,0
20240106,2024-01-06,2024,T1,1,janvier,6,samedi,1
20240107,2024-01-07,2024,T1,1,janvier,7,dimanche,1
20240108,2024-01-08,2024,T1,1,janvier,8,lundi,0
20240109,2024-01-09,2024,T1,1,janvier,9,mardi,0
20240110,2024-01-10,2024,T1,1,janvier,10,mercredi,0
20240111,2024-01-11,2024,T1,1,janvier,11,jeudi,0
20240112,2024-01-12,2024,T1,1,janvier,12,vendredi,0
20240113,2024-01-13,2024,T1,1,janvier,13,samedi,1
20240114,2024-01-14,2024,T1,1,janvier,14,dimanche,1
20240115,2024-01-15,2024,T1,1,janvier,15,lundi,0
20240116,2024-01-16,2024,T1,1,janvier,16,mardi,0
20240117,2024-01-17,2024,T1,1,janvier,17,mercredi,0
20240118,2024-01-18,2024,T1,1,janvier,18,jeudi,0
20240119,2024-01-19,2024,T1,1,janvier,19,vendredi,0
20240120,2024-01-20,2024,T1,1,janvier,20,samedi,1
20240121,2024-01-21,2024,T1,1,janvier,21,dimanche,1
20240122,2024-01-22,2024,T1,1,janvier,22,lundi,0
20240123,2024-01-23,2024,T1,1,janvier,23,mardi,0
20240124,2024-01-24,2024,T1,1,janvier,24,mercredi,0
20240125,2024-01-25,2024,T1,1,janvier,25,jeudi,0
20240126,2024-01-26,2024,T1,1,janvier,26,vendredi,0
20240127,2024-01-27,2024,T1,1,janvier,27,samedi,1
20240128,2024-01-28,2024,T1,1,janvier,28,dimanche,1
20240129,2024-01-29,2024,T1,1,janvier,29,lundi,0
20240130,2024-01-30,2024,T1,1,janvier,30,mardi,0
20240131,2024-01-31,2024,T1,1,janvier,31,mercredi,0
20240201,2024-02-01,2024,T1,2,février,1,jeudi,0
20240202,2024-02-02,2024,T1,2,février,2,vendredi,0
20240203,2024-02-03,2024,T1,2,février,3,samedi,1
20240204,2024-02-04,2024,T1,2,février,4,dimanche,1
20240205,2024-02-05,2024,T1,2,février,5,lundi,0
20240206,2024-02-06,2024,T1,2,février,6,mardi,0
20240207,2024-02-07,2024,T1,2,février,7,mercredi,0
20240208,2024-02-08,2024,T1,2,février,8,jeudi,0
20240209,2024-02-09,2024,T1,2,février,9,vendredi,0
20240210,2024-02-10,2024,T1,2,février,10,samedi,1
20240211,2024-02-11,2024,T1,2,février,11,dimanche,1
20240212,2024-02-12,2024,T1,2,février,12,lundi,0
20240213,2024-02-13,2024,T1,2,février,13,mardi,0
20240214,2024-02-14,2024,T1,2,février,14,mercredi,0
20240215,2024-02-15,2024,T1,2,février,15,jeudi,0
20240216,2024-02-16,2024,T1,2,février,16,vendredi,0
20240217,2024-02-17,2024,T1,2,février,17,samedi,1
20240218,2024-02-18,2024,T1,2,février,18,dimanche,1
20240219,2024-02-19,2024,T1,2,février,19,lundi,0
20240220,2024-02-20,2024,T1,2,février,20,mardi,0
20240221,2024-02-21,2024,T1,2,février,21,mercredi,0
20240222,2024-02-22,2024,T1,2,février,22,jeudi,0
20240223,2024-02-23,2024,T1,2,février,23,vendredi,0
20240224,2024-02-24,2024,T1,2,février,24,samedi,1
20240225,2024-02-25,2024,T1,2,février,25,dimanche,1
20240226,2024-02-26,2024,T1,2,février,26,lundi,0
20240227,2024-02-27,2024,T1,2,février,27,mardi,0
20240228,2024-02-28,2024,T1,2,février,28,mercredi,0
20240229,2024-02-29,2024,T1,2,février,29,jeudi,0
20240301,2024-03-01,2024,T1,3,mars,1,vendredi,0
20240302,2024-03-02,2024,T1,3,mars,2,samedi,1
20240303,2024-03-03,2024,T1,3,mars,3,dimanche,1
20240304,2024-03-04,2024,T1,3,mars,4,lundi,0
20240305,2024-03-05,2024,T1,3,mars,5,mardi,0
20240306,2024-03-06,2024,T1,3,mars,6,mercredi,0
20240307,2024-03-07,2024,T1,3,mars,7,jeudi,0
20240308,2024-03-08,2024,T1,3,mars,8,vendredi,0
20240309,2024-03-09,2024,T1,3,mars,9,samedi,1
20240310,2024-03-10,2024,T1,3,mars,10,dimanche,1
20240311,2024-03-11,2024,T1,3,mars,11,lundi,0
20240312,2024-03-12,2024,T1,3,mars,12,mardi,0
20240313,2024-03-13,2024,T1,3,mars,13,mercredi,0
20240314,2024-03-14,2024,T1,3,mars,14,jeudi,0
20240315,2024-03-15,2024,T1,3,mars,15,vendredi,0
20240316,2024-03-16,2024,T1,3,mars,16,samedi,1
20240317,2024-03-17,2024,T1,3,mars,17,dimanche,1
20240318,2024-03-18,2024,T1,3,mars,18,lundi,0
20240319,2024-03-19,2024,T1,3,mars,19,mardi,0
20240320,2024-03-20,2024,T1,3,mars,20,mercredi,0
20240321,2024-03-21,2024,T1,3,mars,21,jeudi,0
20240322,2024-03-22,2024,T1,3,mars,22,vendredi,0
20240323,2024-03-23,2024,T1,3,mars,23,samedi,1
20240324,2024-03-24,2024,T1,3,mars,24,dimanche,1
20240325,2024-03-25,2024,T1,3,mars,25,lundi,0
20240326,2024-03-26,2024,T1,3,mars,26,mardi,0
