date,ville,type,categorie,produit,quantite,prix_unitaire,remise,montant,marge,client_id
2023-01-03,Lille,Magasin,Maison,Rideau occultant,3,101.21,0.0,303.63,134.67,95
2023-01-03,En ligne,E-commerce,Sport,Chaussures running,2,569.53,0.0,1139.06,620.4,369
2023-01-03,Roubaix,Magasin,Électroménager,Robot cuiseur,1,249.97,0.0,249.97,91.92,296
2023-01-03,Lille,Magasin,Maison,Rideau occultant,5,101.21,0.0,506.05,224.45,381
2023-01-03,Lille,Magasin,Sport,Ballon foot,1,100.1,0.0,100.1,57.9,491
2023-01-03,En ligne,E-commerce,Bricolage,Boîte à outils,1,83.21,0.05,79.05,18.83,105
2023-01-03,Valenciennes,Magasin,Sport,Raquette tennis,1,706.19,0.0,706.19,362.04,318
2023-01-03,Tourcoing,Magasin,Mode,Veste hiver,2,655.99,0.0,1311.98,648.16,257
2023-01-03,Tourcoing,Magasin,Bricolage,Perceuse,1,105.66,0.0,105.66,21.7,113
2023-01-03,Tourcoing,Magasin,Bricolage,Échelle alu,4,354.67,0.0,1418.68,673.6,204
2023-01-03,Roubaix,Magasin,Bricolage,Échelle alu,4,354.67,0.0,1418.68,673.6,15
2023-01-03,Tourcoing,Magasin,Électroménager,Micro-ondes,3,453.16,0.05,1291.51,446.71,557
2023-01-03,Lille,Magasin,Sport,Tapis yoga,4,658.36,0.0,2633.44,1410.84,231
2023-01-03,Tourcoing,Magasin,Sport,Raquette tennis,6,706.19,0.0,4237.14,2172.24,271
2023-01-03,Amiens,Magasin,Maison,Rideau occultant,6,101.21,0.0,607.26,269.34,21
2023-01-03,Roubaix,Magasin,Mode,Pull laine,1,884.49,0.0,884.49,496.06,282
2023-01-04,Lille,Magasin,Bricolage,Peinture 5L,3,609.0,0.0,1827.0,976.38,150
2023-01-04,Lille,Magasin,Électroménager,Robot cuiseur,3,249.97,0.0,749.91,275.76,322
2023-01-04,Roubaix,Magasin,Électroménager,Robot cuiseur,1,249.97,0.0,249.97,91.92,444
2023-01-04,Valenciennes,Magasin,Électroménager,Micro-ondes,4,453.16,0.0,1812.64,686.24,307
2023-01-04,Roubaix,Magasin,Électroménager,Micro-ondes,2,453.16,0.0,906.32,343.12,381
2023-01-04,Valenciennes,Magasin,Électroménager,Micro-ondes,2,453.16,0.0,906.32,343.12,157
2023-01-04,Dunkerque,Magasin,Mode,Veste hiver,1,655.99,0.0,655.99,324.08,514
2023-01-04,En ligne,E-commerce,Mode,Baskets ville,5,460.51,0.1,2072.3,510.0,541
2023-01-04,Valenciennes,Magasin,Sport,Vélo VTT,5,545.21,0.0,2726.05,1172.5,145
2023-01-04,Lille,Magasin,Mode,Baskets ville,4,460.51,0.0,1842.04,592.2,56
2023-01-04,Lille,Magasin,Électroménager,Réfrigérateur,8,387.37,0.0,3098.96,902.24,510
2023-01-04,Lille,Magasin,Maison,Couette 220x240,2,224.09,0.0,448.18,180.78,218
2023-01-04,Roubaix,Magasin,Maison,Rideau occultant,5,101.21,0.0,506.05,224.45,300
2023-01-04,Lille,Magasin,Mode,Baskets ville,4,460.51,0.0,1842.04,592.2,427
2023-01-04,Valenciennes,Magasin,Sport,Chaussures running,1,569.53,0.0,569.53,310.2,15
2023-01-04,Roubaix,Magasin,Sport,Raquette tennis,4,706.19,0.1,2542.28,1165.68,409
2023-01-04,Roubaix,Magasin,Électroménager,Micro-ondes,2,453.16,0.1,815.69,252.49,217
2023-01-04,Roubaix,Magasin,Électroménager,Bouilloire,4,726.04,0.0,2904.16,1569.2,354
2023-01-04,Dunkerque,Magasin,Électroménager,Aspirateur,4,191.18,0.0,764.72,386.2,518
2023-01-05,Roubaix,Magasin,Sport,Tapis yoga,1,658.36,0.0,658.36,352.71,483
2023-01-05,Lille,Magasin,Sport,Vélo VTT,6,545.21,0.0,3271.26,1407.0,487
2023-01-05,En ligne,E-commerce,Mode,Robe été,2,296.52,0.0,593.04,144.92,76
2023-01-05,Lille,Magasin,Maison,Set casseroles,5,706.85,0.0,3534.25,2038.35,160
2023-01-05,Roubaix,Magasin,Sport,Haltères 10kg,5,98.3,0.1,442.35,164.35,276
2023-01-05,Lille,Magasin,Mode,T-shirt coton,6,504.67,0.0,3028.02,1201.38,515
2023-01-05,Valenciennes,Magasin,Bricolage,Boîte à outils,3,83.21,0.1,224.67,44.01,43
2023-01-05,Roubaix,Magasin,Maison,Rideau occultant,3,101.21,0.0,303.63,134.67,56
2023-01-05,Tourcoing,Magasin,Maison,Set casseroles,6,706.85,0.0,4241.1,2446.02,559
2023-01-05,Lille,Magasin,Sport,Vélo VTT,4,545.21,0.0,2180.84,938.0,561
2023-01-05,En ligne,E-commerce,Électroménager,Réfrigérateur,3,387.37,0.0,1162.11,338.34,377
2023-01-05,Lille,Magasin,Maison,Couette 220x240,5,224.09,0.05,1064.43,395.93,589
2023-01-05,Roubaix,Magasin,Sport,Tapis yoga,2,658.36,0.0,1316.72,705.42,232
2023-01-05,Valenciennes,Magasin,Électroménager,Réfrigérateur,2,387.37,0.0,774.74,225.56,237
2023-01-05,Lille,Magasin,Mode,Veste hiver,5,655.99,0.0,3279.95,1620.4,383
2023-01-05,Lille,Magasin,Électroménager,Réfrigérateur,2,387.37,0.0,774.74,225.56,593
2023-01-05,En ligne,E-commerce,Bricolage,Perceuse,6,105.66,0.0,633.96,130.2,575
2023-01-05,Dunkerque,Magasin,Maison,Couette 220x240,4,224.09,0.0,896.36,361.56,547
2023-01-06,Lille,Magasin,Maison,Couette 220x240,6,224.09,0.1,1210.09,407.89,227
2023-01-06,Roubaix,Magasin,Mode,Baskets ville,6,460.51,0.1,2486.75,611.99,147
2023-01-06,Lille,Magasin,Maison,Rideau occultant,5,101.21,0.0,506.05,224.45,288
2023-01-06,En ligne,E-commerce,Bricolage,Perceuse,8,105.66,0.0,845.28,173.6,179
2023-01-06,Amiens,Magasin,Électroménager,Bouilloire,7,726.04,0.0,5082.28,2746.1,344
2023-01-06,Valenciennes,Magasin,Sport,Raquette tennis,2,706.19,0.1,1271.14,582.84,368
2023-01-06,Tourcoing,Magasin,Mode,Baskets ville,2,460.51,0.05,874.97,250.05,4
2023-01-06,Dunkerque,Magasin,Mode,Pull laine,5,884.49,0.0,4422.45,2480.3,427
2023-01-06,Tourcoing,Magasin,Électroménager,Cafetière,8,392.24,0.0,3137.92,1716.48,293
2023-01-06,Dunkerque,Magasin,Mode,Pull laine,3,884.49,0.0,2653.47,1488.18,480
2023-01-06,Lille,Magasin,Électroménager,Bouilloire,3,726.04,0.0,2178.12,1176.9,62
2023-01-06,Roubaix,Magasin,Maison,Set casseroles,6,706.85,0.0,4241.1,2446.02,318
2023-01-06,Tourcoing,Magasin,Mode,Robe été,2,296.52,0.05,563.39,115.27,246
2023-01-06,Tourcoing,Magasin,Mode,Pull laine,1,884.49,0.0,884.49,496.06,218
2023-01-06,Dunkerque,Magasin,Bricolage,Perceuse,4,105.66,0.0,422.64,86.8,61
2023-01-07,En ligne,E-commerce,Mode,Robe été,4,296.52,0.0,1186.08,289.84,450
2023-01-07,Roubaix,Magasin,Maison,Set casseroles,5,706.85,0.0,3534.25,2038.35,480
2023-01-07,En ligne,E-commerce,Mode,Robe été,7,296.52,0.0,2075.64,507.22,412
2023-01-07,Tourcoing,Magasin,Sport,Chaussures running,3,569.53,0.0,1708.59,930.6,15
2023-01-07,Lille,Magasin,Sport,Tapis yoga,5,658.36,0.05,3127.21,1598.96,538
2023-01-07,Lille,Magasin,Mode,Veste hiver,1,655.99,0.0,655.99,324.08,553
2023-01-07,Lille,Magasin,Maison,Couette 220x240,3,224.09,0.0,672.27,271.17,36
2023-01-07,Lille,Magasin,Bricolage,Boîte à outils,5,83.21,0.0,416.05,114.95,385
2023-01-07,Lille,Magasin,Maison,Étagère bois,5,279.59,0.0,1397.95,445.6,79
2023-01-07,Amiens,Magasin,Électroménager,Cafetière,1,392.24,0.0,392.24,214.56,437
2023-01-07,Dunkerque,Magasin,Mode,Veste hiver,1,655.99,0.0,655.99,324.08,554
2023-01-07,Dunkerque,Magasin,Électroménager,Cafetière,1,392.24,0.0,392.24,214.56,524
2023-01-08,Valenciennes,Magasin,Bricolage,Échelle alu,3,354.67,0.0,1064.01,505.2,327
2023-01-08,Lille,Magasin,Électroménager,Réfrigérateur,8,387.37,0.0,3098.96,902.24,351
2023-01-08,Amiens,Magasin,Bricolage,Peinture 5L,5,609.0,0.0,3045.0,1627.3,280
2023-01-08,Tourcoing,Magasin,Électroménager,Réfrigérateur,1,387.37,0.0,387.37,112.78,209
2023-01-08,Roubaix,Magasin,Électroménager,Micro-ondes,2,453.16,0.05,861.0,297.8,71
2023-01-08,Roubaix,Magasin,Mode,Pull laine,5,884.49,0.0,4422.45,2480.3,400
2023-01-08,Amiens,Magasin,Sport,Tapis yoga,6,658.36,0.0,3950.16,2116.26,509
2023-01-08,Amiens,Magasin,Bricolage,Perceuse,8,105.66,0.0,845.28,173.6,16
2023-01-08,Lille,Magasin,Électroménager,Bouilloire,4,726.04,0.0,2904.16,1569.2,186
2023-01-08,Lille,Magasin,Bricolage,Tournevis set,3,636.28,0.0,1908.84,961.32,507
2023-01-08,Tourcoing,Magasin,Sport,Maillot bain,3,350.77,0.0,1052.31,597.9,286
2023-01-08,Amiens,Magasin,Maison,Set casseroles,3,706.85,0.0,2120.55,1223.01,139
2023-01-08,Dunkerque,Magasin,Électroménager,Micro-ondes,3,453.16,0.0,1359.48,514.68,316
2023-01-08,Roubaix,Magasin,Bricolage,Boîte à outils,5,83.21,0.0,416.05,114.95,265
2023-01-08,Lille,Magasin,Électroménager,Réfrigérateur,4,387.37,0.0,1549.48,451.12,256
2023-01-09,Dunkerque,Magasin,Sport,Maillot bain,5,350.77,0.0,1753.85,996.5,410
2023-01-09,Dunkerque,Magasin,Maison,Set casseroles,5,706.85,0.0,3534.25,2038.35,241
2023-01-09,Amiens,Magasin,Maison,Set casseroles,4,706.85,0.0,2827.4,1630.68,533
2023-01-09,Lille,Magasin,Maison,Couette 220x240,2,224.09,0.0,448.18,180.78,552
2023-01-09,Valenciennes,Magasin,Bricolage,Peinture 5L,2,609.0,0.0,1218.0,650.92,277
2023-01-09,Dunkerque,Magasin,Électroménager,Robot cuiseur,5,249.97,0.0,1249.85,459.6,69
2023-01-09,Valenciennes,Magasin,Bricolage,Échelle alu,4,354.67,0.0,1418.68,673.6,436
2023-01-09,Amiens,Magasin,Électroménager,Micro-ondes,8,453.16,0.1,3262.75,1009.95,564
2023-01-09,Roubaix,Magasin,Électroménager,Robot cuiseur,1,249.97,0.0,249.97,91.92,9
2023-01-09,Roubaix,Magasin,Électroménager,Aspirateur,3,191.18,0.05,544.86,260.97,356
2023-01-09,Dunkerque,Magasin,Maison,Rideau occultant,5,101.21,0.1,455.44,173.84,287
2023-01-09,Valenciennes,Magasin,Sport,Haltères 10kg,3,98.3,0.0,294.9,128.1,224
2023-01-09,Roubaix,Magasin,Bricolage,Tournevis set,4,636.28,0.0,2545.12,1281.76,344
2023-01-09,Roubaix,Magasin,Électroménager,Micro-ondes,7,453.16,0.0,3172.12,1200.92,521
2023-01-10,Amiens,Magasin,Maison,Lampe LED,4,134.22,0.0,536.88,273.12,76
2023-01-10,Dunkerque,Magasin,Maison,Rideau occultant,2,101.21,0.05,192.3,79.66,384
2023-01-10,Lille,Magasin,Bricolage,Boîte à outils,5,83.21,0.0,416.05,114.95,421
2023-01-10,En ligne,E-commerce,Maison,Lampe LED,4,134.22,0.0,536.88,273.12,506
2023-01-10,Amiens,Magasin,Bricolage,Échelle alu,7,354.67,0.1,2234.42,930.53,133
2023-01-10,Roubaix,Magasin,Électroménager,Bouilloire,1,726.04,0.0,726.04,392.3,91
2023-01-10,Dunkerque,Magasin,Mode,Jean homme,1,272.27,0.0,272.27,92.12,90
2023-01-10,Lille,Magasin,Électroménager,Aspirateur,8,191.18,0.0,1529.44,772.4,573
2023-01-10,Lille,Magasin,Mode,T-shirt coton,6,504.67,0.0,3028.02,1201.38,88
2023-01-10,Amiens,Magasin,Électroménager,Bouilloire,7,726.04,0.1,4574.05,2237.87,501
2023-01-10,Roubaix,Magasin,Bricolage,Échelle alu,5,354.67,0.0,1773.35,842.0,545
2023-01-10,Dunkerque,Magasin,Bricolage,Perceuse,5,105.66,0.0,528.3,108.5,554
2023-01-10,Lille,Magasin,Mode,Pull laine,5,884.49,0.0,4422.45,2480.3,349
2023-01-10,Roubaix,Magasin,Sport,Tapis yoga,5,658.36,0.1,2962.62,1434.37,352
2023-01-11,Roubaix,Magasin,Maison,Étagère bois,1,279.59,0.0,279.59,89.12,246
2023-01-11,Dunkerque,Magasin,Bricolage,Tournevis set,6,636.28,0.05,3626.8,1731.76,433
2023-01-11,Lille,Magasin,Sport,Maillot bain,6,350.77,0.0,2104.62,1195.8,30
2023-01-11,Lille,Magasin,Maison,Canapé 3 places,3,246.23,0.0,738.69,170.64,383
2023-01-11,Tourcoing,Magasin,Électroménager,Micro-ondes,5,453.16,0.0,2265.8,857.8,154
2023-01-11,Amiens,Magasin,Mode,Robe été,7,296.52,0.0,2075.64,507.22,112
2023-01-11,Lille,Magasin,Mode,Baskets ville,1,460.51,0.0,460.51,148.05,119
2023-01-11,Lille,Magasin,Électroménager,Bouilloire,4,726.04,0.0,2904.16,1569.2,372
2023-01-11,Amiens,Magasin,Sport,Maillot bain,4,350.77,0.0,1403.08,797.2,192
2023-01-11,Dunkerque,Magasin,Mode,Veste hiver,2,655.99,0.0,1311.98,648.16,254
2023-01-11,Amiens,Magasin,Maison,Étagère bois,5,279.59,0.1,1258.16,305.8,166
2023-01-11,En ligne,E-commerce,Maison,Lampe LED,1,134.22,0.0,134.22,68.28,154
2023-01-11,Tourcoing,Magasin,Sport,Ballon foot,3,100.1,0.0,300.3,173.7,523
2023-01-11,Dunkerque,Magasin,Mode,T-shirt coton,1,504.67,0.1,454.2,149.76,222
2023-01-11,Tourcoing,Magasin,Sport,Chaussures running,1,569.53,0.0,569.53,310.2,521
2023-01-11,En ligne,E-commerce,Électroménager,Aspirateur,1,191.18,0.1,172.06,77.43,503
2023-01-11,En ligne,E-commerce,Bricolage,Tournevis set,6,636.28,0.0,3817.68,1922.64,209
2023-01-11,En ligne,E-commerce,Mode,Veste hiver,3,655.99,0.0,1967.97,972.24,441
2023-01-11,Lille,Magasin,Sport,Ballon foot,3,100.1,0.0,300.3,173.7,90
2023-01-12,Roubaix,Magasin,Maison,Rideau occultant,5,101.21,0.0,506.05,224.45,540
2023-01-12,Lille,Magasin,Mode,Baskets ville,8,460.51,0.0,3684.08,1184.4,407
2023-01-12,En ligne,E-commerce,Électroménager,Robot cuiseur,5,249.97,0.0,1249.85,459.6,105
2023-01-12,Lille,Magasin,Bricolage,Tournevis set,3,636.28,0.05,1813.4,865.88,245
2023-01-12,Lille,Magasin,Sport,Chaussures running,1,569.53,0.2,455.62,196.29,201
2023-01-12,Roubaix,Magasin,Mode,Baskets ville,5,460.51,0.0,2302.55,740.25,236
2023-01-12,Valenciennes,Magasin,Mode,Jean homme,6,272.27,0.0,1633.62,552.72,85
2023-01-12,Lille,Magasin,Mode,Jean homme,4,272.27,0.2,871.26,150.66,142
2023-01-12,Lille,Magasin,Sport,Tapis yoga,3,658.36,0.0,1975.08,1058.13,251
2023-01-12,Lille,Magasin,Mode,Baskets ville,8,460.51,0.0,3684.08,1184.4,325
2023-01-12,Amiens,Magasin,Sport,Ballon foot,1,100.1,0.0,100.1,57.9,342
2023-01-12,Valenciennes,Magasin,Maison,Rideau occultant,2,101.21,0.0,202.42,89.78,216
2023-01-12,Lille,Magasin,Bricolage,Perceuse,4,105.66,0.2,338.11,2.27,89
2023-01-12,Roubaix,Magasin,Sport,Raquette tennis,5,706.19,0.0,3530.95,1810.2,151
2023-01-12,Lille,Magasin,Mode,Jean homme,8,272.27,0.0,2178.16,736.96,588
2023-01-12,En ligne,E-commerce,Électroménager,Cafetière,7,392.24,0.0,2745.68,1501.92,283
2023-01-12,Valenciennes,Magasin,Maison,Rideau occultant,7,101.21,0.05,673.05,278.81,347
2023-01-12,Lille,Magasin,Sport,Maillot bain,3,350.77,0.0,1052.31,597.9,342
2023-01-13,Amiens,Magasin,Électroménager,Aspirateur,4,191.18,0.0,764.72,386.2,8
2023-01-13,Tourcoing,Magasin,Maison,Set casseroles,2,706.85,0.2,1130.96,532.6,441
2023-01-13,Lille,Magasin,Bricolage,Peinture 5L,3,609.0,0.0,1827.0,976.38,240
2023-01-13,Roubaix,Magasin,Électroménager,Réfrigérateur,2,387.37,0.0,774.74,225.56,153
2023-01-13,Tourcoing,Magasin,Sport,Chaussures running,1,569.53,0.0,569.53,310.2,266
2023-01-13,Amiens,Magasin,Mode,Robe été,2,296.52,0.0,593.04,144.92,313
2023-01-13,Roubaix,Magasin,Électroménager,Robot cuiseur,7,249.97,0.0,1749.79,643.44,466
2023-01-13,Dunkerque,Magasin,Sport,Ballon foot,3,100.1,0.2,240.24,113.64,198
2023-01-13,Amiens,Magasin,Maison,Rideau occultant,5,101.21,0.0,506.05,224.45,152
2023-01-13,Roubaix,Magasin,Mode,Jean homme,2,272.27,0.1,490.09,129.79,188
2023-01-13,Dunkerque,Magasin,Bricolage,Peinture 5L,2,609.0,0.0,1218.0,650.92,145
2023-01-13,En ligne,E-commerce,Électroménager,Réfrigérateur,5,387.37,0.1,1743.16,370.22,485
2023-01-13,Roubaix,Magasin,Bricolage,Tournevis set,1,636.28,0.0,636.28,320.44,142
2023-01-13,Lille,Magasin,Maison,Canapé 3 places,4,246.23,0.0,984.92,227.52,403
2023-01-13,Valenciennes,Magasin,Bricolage,Tournevis set,2,636.28,0.0,1272.56,640.88,505
2023-01-13,Tourcoing,Magasin,Électroménager,Bouilloire,3,726.04,0.1,1960.31,959.09,54
2023-01-13,Lille,Magasin,Bricolage,Peinture 5L,4,609.0,0.0,2436.0,1301.84,121
2023-01-13,Lille,Magasin,Sport,Chaussures running,2,569.53,0.0,1139.06,620.4,410
2023-01-14,Dunkerque,Magasin,Maison,Set casseroles,4,706.85,0.0,2827.4,1630.68,325
2023-01-14,En ligne,E-commerce,Mode,Baskets ville,6,460.51,0.0,2763.06,888.3,294
2023-01-14,Lille,Magasin,Bricolage,Boîte à outils,1,83.21,0.0,83.21,22.99,127
2023-01-14,Dunkerque,Magasin,Maison,Étagère bois,1,279.59,0.0,279.59,89.12,406
2023-01-14,Tourcoing,Magasin,Mode,T-shirt coton,6,504.67,0.0,3028.02,1201.38,83
2023-01-14,Dunkerque,Magasin,Électroménager,Cafetière,3,392.24,0.0,1176.72,643.68,408
2023-01-14,Dunkerque,Magasin,Bricolage,Boîte à outils,6,83.21,0.0,499.26,137.94,289
2023-01-14,Lille,Magasin,Électroménager,Réfrigérateur,3,387.37,0.1,1045.9,222.13,452
2023-01-14,Roubaix,Magasin,Sport,Vélo VTT,8,545.21,0.0,4361.68,1876.0,258
2023-01-14,En ligne,E-commerce,Maison,Lampe LED,2,134.22,0.0,268.44,136.56,313
2023-01-14,Tourcoing,Magasin,Maison,Rideau occultant,6,101.21,0.0,607.26,269.34,462
2023-01-14,Dunkerque,Magasin,Bricolage,Perceuse,4,105.66,0.0,422.64,86.8,576
2023-01-14,Roubaix,Magasin,Maison,Rideau occultant,7,101.21,0.0,708.47,314.23,231
2023-01-14,Roubaix,Magasin,Mode,Pull laine,7,884.49,0.0,6191.43,3472.42,516
2023-01-14,Tourcoing,Magasin,Mode,Veste hiver,5,655.99,0.0,3279.95,1620.4,253
2023-01-15,Dunkerque,Magasin,Mode,T-shirt coton,5,504.67,0.05,2397.18,874.98,107
2023-01-15,Lille,Magasin,Sport,Haltères 10kg,7,98.3,0.05,653.69,264.49,206
2023-01-15,En ligne,E-commerce,Mode,Pull laine,5,884.49,0.0,4422.45,2480.3,387
2023-01-15,Lille,Magasin,Maison,Couette 220x240,8,224.09,0.0,1792.72,723.12,240
2023-01-15,En ligne,E-commerce,Sport,Maillot bain,1,350.77,0.0,350.77,199.3,498
2023-01-15,Roubaix,Magasin,Sport,Chaussures running,1,569.53,0.0,569.53,310.2,331
2023-01-15,Dunkerque,Magasin,Maison,Étagère bois,1,279.59,0.0,279.59,89.12,382
2023-01-15,Roubaix,Magasin,Maison,Étagère bois,1,279.59,0.1,251.63,61.16,356
2023-01-15,Tourcoing,Magasin,Bricolage,Tournevis set,4,636.28,0.0,2545.12,1281.76,277
2023-01-15,En ligne,E-commerce,Sport,Maillot bain,1,350.77,0.0,350.77,199.3,253
2023-01-15,Dunkerque,Magasin,Sport,Vélo VTT,8,545.21,0.0,4361.68,1876.0,312
2023-01-15,En ligne,E-commerce,Bricolage,Peinture 5L,5,609.0,0.0,3045.0,1627.3,274
2023-01-15,En ligne,E-commerce,Sport,Raquette tennis,6,706.19,0.0,4237.14,2172.24,334
2023-01-15,Lille,Magasin,Mode,Robe été,2,296.52,0.05,563.39,115.27,362
2023-01-15,En ligne,E-commerce,Sport,Haltères 10kg,1,98.3,0.0,98.3,42.7,91
2023-01-15,Tourcoing,Magasin,Maison,Set casseroles,1,706.85,0.0,706.85,407.67,462
2023-01-15,En ligne,E-commerce,Sport,Chaussures running,5,569.53,0.1,2562.88,1266.24,498
2023-01-16,Lille,Magasin,Maison,Étagère bois,3,279.59,0.0,838.77,267.36,232
2023-01-16,En ligne,E-commerce,Bricolage,Boîte à outils,5,83.21,0.0,416.05,114.95,565
2023-01-16,Lille,Magasin,Bricolage,Tournevis set,2,636.28,0.0,1272.56,640.88,569
2023-01-16,Lille,Magasin,Sport,Haltères 10kg,2,98.3,0.05,186.77,75.57,484
2023-01-16,Amiens,Magasin,Sport,Haltères 10kg,6,98.3,0.0,589.8,256.2,373
2023-01-16,Valenciennes,Magasin,Sport,Maillot bain,1,350.77,0.0,350.77,199.3,34
2023-01-16,Amiens,Magasin,Bricolage,Tournevis set,7,636.28,0.0,4453.96,2243.08,574
2023-01-16,Tourcoing,Magasin,Mode,Pull laine,3,884.49,0.0,2653.47,1488.18,109
2023-01-16,Tourcoing,Magasin,Sport,Chaussures running,2,569.53,0.0,1139.06,620.4,244
2023-01-16,Dunkerque,Magasin,Sport,Chaussures running,3,569.53,0.0,1708.59,930.6,354
2023-01-16,Dunkerque,Magasin,Maison,Rideau occultant,7,101.21,0.05,673.05,278.81,171
2023-01-16,Dunkerque,Magasin,Maison,Couette 220x240,5,224.09,0.0,1120.45,451.95,546
2023-01-16,Tourcoing,Magasin,Sport,Haltères 10kg,6,98.3,0.0,589.8,256.2,296
2023-01-16,Valenciennes,Magasin,Sport,Haltères 10kg,3,98.3,0.0,294.9,128.1,529
2023-01-16,Valenciennes,Magasin,Sport,Chaussures running,2,569.53,0.0,1139.06,620.4,320
2023-01-16,Lille,Magasin,Bricolage,Perceuse,8,105.66,0.0,845.28,173.6,116
2023-01-16,Valenciennes,Magasin,Bricolage,Boîte à outils,3,83.21,0.0,249.63,68.97,563
2023-01-16,Roubaix,Magasin,Bricolage,Tournevis set,8,636.28,0.0,5090.24,2563.52,265
2023-01-16,Roubaix,Magasin,Mode,Pull laine,6,884.49,0.0,5306.94,2976.36,288
2023-01-16,Dunkerque,Magasin,Sport,Maillot bain,3,350.77,0.0,1052.31,597.9,27
2023-01-16,Lille,Magasin,Sport,Ballon foot,1,100.1,0.0,100.1,57.9,217
2023-01-17,Dunkerque,Magasin,Électroménager,Cafetière,4,392.24,0.0,1568.96,858.24,373
2023-01-17,Dunkerque,Magasin,Sport,Haltères 10kg,6,98.3,0.05,560.31,226.71,14
2023-01-17,Amiens,Magasin,Sport,Chaussures running,7,569.53,0.0,3986.71,2171.4,527
2023-01-17,Valenciennes,Magasin,Mode,T-shirt coton,1,504.67,0.0,504.67,200.23,178
2023-01-17,Lille,Magasin,Électroménager,Réfrigérateur,2,387.37,0.0,774.74,225.56,413
2023-01-17,Amiens,Magasin,Maison,Couette 220x240,7,224.09,0.2,1254.9,319.0,403
2023-01-17,Lille,Magasin,Bricolage,Tournevis set,3,636.28,0.0,1908.84,961.32,42
2023-01-17,Valenciennes,Magasin,Sport,Vélo VTT,3,545.21,0.0,1635.63,703.5,136
2023-01-17,En ligne,E-commerce,Bricolage,Échelle alu,5,354.67,0.0,1773.35,842.0,268
2023-01-17,En ligne,E-commerce,Électroménager,Cafetière,5,392.24,0.0,1961.2,1072.8,414
2023-01-17,Lille,Magasin,Bricolage,Peinture 5L,3,609.0,0.0,1827.0,976.38,557
2023-01-18,Lille,Magasin,Mode,Pull laine,8,884.49,0.0,7075.92,3968.48,174
2023-01-18,Dunkerque,Magasin,Mode,Baskets ville,1,460.51,0.0,460.51,148.05,279
2023-01-18,Lille,Magasin,Maison,Couette 220x240,5,224.09,0.1,1008.41,339.91,452
